"id";"codigo_arancelario";"nivel";"c_n_code";"longitud_cn_code";"descripcion";"parent_id"
9654;"700220000080";4;"7002 20";7;- Barras o varillas;9652
9655;"700220100080";5;"7002 20 10";10;-- De vidrio óptico;9654
9656;"700220900080";5;"7002 20 90";10;-- Los demás;9654
9657;"700231000010";4;"";0;- Tubos;9652
9658;"700231000080";5;"7002 31 00";10;-- De cuarzo o demás sílices fundidos;9657
9659;"700232000080";5;"7002 32 00";10;-- De otro vidrio con un coeficiente de dilatación lineal inferior o igual a 5 × 10–6 por Kelvin, entre 0 °C y 300 °C;9657
9660;"700239000080";5;"7002 39 00";10;-- Los demás;9657
9661;"700300000080";3;"7003";4;Vidrio colado o laminado, en placas, hojas o perfiles, incluso con capa absorbente, reflectante o antirreflectante, pero sin trabajar de otro modo;9646
9662;"700312000010";4;"";0;- Placas y hojas, sin armar;9661
9663;"700312000080";5;"7003 12";7;-- Coloreadas en la masa, opacificadas, chapadas o con capa absorbente, reflectante o antirreflectante;9662
9664;"700312100080";6;"7003 12 10";10;--- De vidrio óptico;9663
9665;"700312910010";6;"";0;--- Las demás;9663
9666;"700312910080";7;"7003 12 91";10;---- Con capa antirreflectante;9665
9667;"700312990080";7;"7003 12 99";10;---- Las demás;9665
9669;"700319100080";6;"7003 19 10";10;--- De vidrio óptico;9668
9670;"700319900080";6;"7003 19 90";10;--- Las demás;9668
9671;"700320000080";4;"7003 20 00";10;- Placas y hojas, armadas;9661
9672;"700330000080";4;"7003 30 00";10;- Perfiles;9661
9673;"700400000080";3;"7004";4;Vidrio estirado o soplado, en hojas, incluso con capa absorbente, reflectante o antirreflectante, pero sin trabajar de otro modo;9646
9674;"700420000080";4;"7004 20";7;- Vidrio coloreado en la masa, opacificado, chapado o con capa absorbente, reflectante o antirreflectante;9673
9675;"700420100080";5;"7004 20 10";10;-- Vidrio óptico;9674
9676;"700420910010";5;"";0;-- Los demás;9674
9677;"700420910080";6;"7004 20 91";10;--- Con capa antirreflectante;9676
9678;"700420990080";6;"7004 20 99";10;--- Los demás;9676
9679;"700490000080";4;"7004 90";7;- Los demás vidrios;9673
9680;"700490100080";5;"7004 90 10";10;-- Vidrio óptico;9679
9681;"700490800080";5;"7004 90 80";10;-- Los demás;9679
9682;"700500000080";3;"7005";4;Vidrio flotado y vidrio desbastado o pulido por una o las dos caras, en placas u hojas, incluso con capa absorbente, reflectante o antirreflectante, pero sin trabajar de otro modo;9646
9683;"700510000080";4;"7005 10";7;- Vidrio sin armar con capa absorbente, reflectante o antirreflectante;9682
9684;"700510050080";5;"7005 10 05";10;-- Con capa antirreflectante;9683
9685;"700510250010";5;"";0;-- Los demás, de espesor;9683
9686;"700510250080";6;"7005 10 25";10;--- Inferior o igual a 3,5 mm;9685
9687;"700510300080";6;"7005 10 30";10;--- Superior a 3,5 mm pero inferior o igual a 4,5 mm;9685
9688;"700510800080";6;"7005 10 80";10;--- Superior a 4,5 mm;9685
9689;"700521000010";4;"";0;- Los demás vidrios sin armar;9682
9690;"700521000080";5;"7005 21";7;-- Coloreados en la masa, opacificados, chapados o simplemente desbastados;9689
9691;"700521250080";6;"7005 21 25";10;--- De espesor inferior o igual a 3,5 mm;9690
9692;"700521300080";6;"7005 21 30";10;--- De espesor superior a 3,5 mm pero inferior o igual a 4,5 mm;9690
9693;"700521800080";6;"7005 21 80";10;--- De espesor superior a 4,5 mm;9690
9694;"700529000080";5;"7005 29";7;-- Los demás;9689
9695;"700529250080";6;"7005 29 25";10;--- De espesor inferior o igual a 3,5 mm;9694
9696;"700529350080";6;"7005 29 35";10;--- De espesor superior a 3,5 mm pero inferior o igual a 4,5 mm;9694
9697;"700529800080";6;"7005 29 80";10;--- De espesor superior a 4,5 mm;9694
9698;"700530000080";4;"7005 30 00";10;- Vidrio armado;9682
9699;"700600000080";3;"7006 00";7;Vidrio de las partidas 7003, 7004 o 7005, curvado, biselado, grabado, taladrado, esmaltado o trabajado de otro modo, pero sin enmarcar ni combinar con otras materias;9646
9700;"700600100080";4;"7006 00 10";10;- Vidrio óptico;9699
9701;"700600900080";4;"7006 00 90";10;- Los demás;9699
9702;"700700000080";3;"7007";4;Vidrio de seguridad constituido por vidrio templado o contrachapado;9646
9703;"700711000010";4;"";0;- Vidrio templado;9702
9704;"700711000080";5;"7007 11";7;-- De dimensiones y formatos que permitan su empleo en automóviles, aeronaves, barcos u otros vehículos;9703
9705;"700711100080";6;"7007 11 10";10;--- De dimensiones y formatos que permitan su empleo en automóviles y tractores;9704
9706;"700711900080";6;"7007 11 90";10;--- Los demás;9704
9707;"700719000080";5;"7007 19";7;-- Los demás;9703
9708;"700719100080";6;"7007 19 10";10;--- Esmaltados;9707
9709;"700719200080";6;"7007 19 20";10;--- Coloreados en la masa, opacificados, chapados o con capa absorbente o reflectante;9707
9710;"700719800080";6;"7007 19 80";10;--- Los demás;9707
9711;"700721000010";4;"";0;- Vidrio contrachapado;9702
9712;"700721000080";5;"7007 21";7;-- De dimensiones y formatos que permitan su empleo en automóviles, aeronaves, barcos u otros vehículos;9711
9713;"700721200080";6;"7007 21 20";10;--- De dimensiones y formatos que permitan su empleo en automóviles y tractores;9712
9714;"700721800080";6;"7007 21 80";10;--- Los demás;9712
9715;"700729000080";5;"7007 29 00";10;-- Los demás;9711
9716;"700800000080";3;"7008 00";7;Vidrieras aislantes de paredes múltiples;9646
9717;"700800200080";4;"7008 00 20";10;- Coloreadas en la masa, opacificadas, chapados o con una capa absorbente o reflectante;9716
9718;"700800810010";4;"";0;- Las demás;9716
9719;"700800810080";5;"7008 00 81";10;-- Formadas por dos placas de vidrio selladas en su contorno por una junta hermética y separadas por capa de aire, de otro gas o por vacío;9718
9720;"700800890080";5;"7008 00 89";10;-- Las demás;9718
9721;"700900000080";3;"7009";4;Espejos de vidrio, enmarcados o no, incluidos los espejos retrovisores;9646
9722;"700910000080";4;"7009 10 00";10;- Espejos retrovisores para vehículos;9721
9723;"700991000010";4;"";0;- Los demás;9721
9724;"700991000080";5;"7009 91 00";10;-- Sin enmarcar;9723
9725;"700992000080";5;"7009 92 00";10;-- Enmarcados;9723
9726;"701000000080";3;"7010";4;"Bombonas (damajuanas), botellas, frascos, bocales, tarros, envases tubulares, ampollas y demás recipientes para el transporte o envasado, de vidrio; bocales para conservas, de vidrio; tapones, tapas y demás dispositivos de cierre, de vidrio";9646
9727;"701010000080";4;"7010 10 00";10;- Ampollas;9726
9728;"701020000080";4;"7010 20 00";10;- Tapones, tapas y demás dispositivos de cierre;9726
9729;"701090000080";4;"7010 90";7;- Los demás;9726
9730;"701090100080";5;"7010 90 10";10;-- Tarros para esterilizar;9729
9731;"701090210010";5;"";0;-- Los demás;9729
9732;"701090210080";6;"7010 90 21";10;--- Obtenidos de un tubo de vidrio;9731
9733;"701090310010";6;"";0;--- Los demás, de capacidad nominal;9731
9734;"701090310080";7;"7010 90 31";10;---- Superior o igual a 2,5 l;9733
9735;"701090410010";7;"";0;---- Inferior a 2,5 l;9733
9736;"701090410020";8;"";0;----- Para productos alimenticios y bebidas;9735
9737;"701090410030";9;"";0;------ Botellas y frascos;9736
9738;"701090410040";10;"";0;------- De vidrio sin colorear, de capacidad nominal;9737
9739;"701090410080";11;"7010 90 41";10;-------- Superior o igual a 1 l;9738
9740;"701090430080";11;"7010 90 43";10;-------- Superior a 0,33 l pero inferior a 1 l;9738
9741;"701090450080";11;"7010 90 45";10;-------- Superior o igual a 0,15 l pero inferior o igual a 0,33 l;9738
9742;"701090470080";11;"7010 90 47";10;-------- Inferior a 0,15 l;9738
9743;"701090510010";10;"";0;------- De vidrio coloreado, de capacidad nominal;9737
9744;"701090510080";11;"7010 90 51";10;-------- Superior o igual a 1 l;9743
9745;"701090530080";11;"7010 90 53";10;-------- Superior a 0,33 l pero inferior a 1 l;9743
9746;"701090550080";11;"7010 90 55";10;-------- Superior o igual a 0,15 l pero inferior o igual a 0,33 l;9743
9747;"701090570080";11;"7010 90 57";10;-------- Inferior a 0,15 l;9743
9748;"701090610010";9;"";0;------ Los demás, de capacidad nominal;9736
9749;"701090610080";10;"7010 90 61";10;------- Superior o igual a 0,25 l;9748
9750;"701090670080";10;"7010 90 67";10;------- Inferior a 0,25 l;9748
9751;"701090710010";8;"";0;----- Para productos farmaceúticos de capacidad nominal;9735
9752;"701090710080";9;"7010 90 71";10;------ Superior a 0,055 l;9751
9753;"701090790080";9;"7010 90 79";10;------ Inferior o igual a 0,055 l;9751
9754;"701090910010";8;"";0;----- Para otros productos;9735
9755;"701090910080";9;"7010 90 91";10;------ De vidrio sin colorear;9754
9756;"701090990080";9;"7010 90 99";10;------ De vidrio coloreado;9754
9757;"701100000080";3;"7011";4;Ampollas y envolturas tubulares, abiertas, y sus partes, de vidrio, sin guarniciones, para lámparas y fuentes luminosas, eléctricas, tubos de rayos catódicos o similares;9646
9758;"701110000080";4;"7011 10 00";10;- Para alumbrado eléctrico;9757
9759;"701120000080";4;"7011 20 00";10;- Para tubos de rayos catódicos;9757
9760;"701190000080";4;"7011 90 00";10;- Las demás;9757
9761;"701300000080";3;"7013";4;Artículos de vidrio para servicio de mesa, cocina, tocador, baño, oficina, adorno de interiores o usos similares (excepto los de las partidas 7010 o 7018);9646
9762;"701310000080";4;"7013 10 00";10;- Artículos de vitrocerámica;9761
9763;"701322000010";4;"";0;- Recipientes con pie para beber, excepto los de vitrocerámica;9761
9764;"701322000080";5;"7013 22";7;-- De cristal al plomo;9763
9765;"701322100080";6;"7013 22 10";10;--- Hechos a mano;9764
9766;"701322900080";6;"7013 22 90";10;--- Fabricados mecánicamente;9764
9767;"701328000080";5;"7013 28";7;-- Los demás;9763
9768;"701328100080";6;"7013 28 10";10;--- Hechos a mano;9767
9769;"701328900080";6;"7013 28 90";10;--- Fabricados mecánicamente;9767
9770;"701333000010";4;"";0;- Los demás recipientes para beber, excepto los de vitrocerámica;9761
9771;"701333000080";5;"7013 33";7;-- De cristal al plomo;9770
9772;"701333110010";6;"";0;--- Hechos a mano;9771
9773;"701333110080";7;"7013 33 11";10;---- Tallados o decorados de otro modo;9772
9774;"701333190080";7;"7013 33 19";10;---- Los demás;9772
9775;"701333910010";6;"";0;--- Fabricados mecánicamente;9771
9776;"701333910080";7;"7013 33 91";10;---- Tallados o decorados de otro modo;9775
9777;"701333990080";7;"7013 33 99";10;---- Los demás;9775
9778;"701337000080";5;"7013 37";7;-- Los demás;9770
9779;"701337100080";6;"7013 37 10";10;--- De vidrio templado;9778
9780;"701337510010";6;"";0;--- Los demás;9778
9781;"701337510020";7;"";0;---- Hechos a mano;9780
9782;"701337510080";8;"7013 37 51";10;----- Tallados o decorados de otro modo;9781
9783;"701337590080";8;"7013 37 59";10;----- Los demás;9781
9784;"701337910010";7;"";0;---- Fabricados mecánicamente;9780
9785;"701337910080";8;"7013 37 91";10;----- Tallados o decorados de otro modo;9784
9786;"701337990080";8;"7013 37 99";10;----- Los demás;9784
9787;"701341000010";4;"";0;- Artículos para servicio de mesa (excluidos los recipientes para beber) o cocina (excepto los de vitrocerámica);9761
9788;"701341000080";5;"7013 41";7;-- De cristal al plomo;9787
9789;"701341100080";6;"7013 41 10";10;--- Hechos a mano;9788
9790;"701341900080";6;"7013 41 90";10;--- Fabricados mecánicamente;9788
9791;"701342000080";5;"7013 42 00";10;-- De vidrio con un coeficiente de dilatación lineal inferior o igual a 5 × 10–6 por Kelvin, entre 0 °C y 300 °C;9787
9792;"701349000080";5;"7013 49";7;-- Los demás;9787
9793;"701349100080";6;"7013 49 10";10;--- De vidrio templado;9792
9794;"701349910010";6;"";0;--- Los demás;9792
9795;"701349910080";7;"7013 49 91";10;---- Hechos a mano;9794
9796;"701349990080";7;"7013 49 99";10;---- Fabricados mecánicamente;9794
9797;"701391000010";4;"";0;- Los demás artículos;9761
9798;"701391000080";5;"7013 91";7;-- De cristal al plomo;9797
9799;"701391100080";6;"7013 91 10";10;--- Hechos a mano;9798
9800;"701391900080";6;"7013 91 90";10;--- Fabricados mecánicamente;9798
9801;"701399000080";5;"7013 99 00";10;-- Los demás;9797
9802;"701400000080";3;"7014 00 00";10;Vidrio para señalización y elementos de óptica de vidrio (excepto los de la partida 7015), sin trabajar ópticamente;9646
9803;"701500000080";3;"7015";4;"Cristales para relojes y cristales análogos, cristales para gafas (anteojos), incluso correctores, abombados, curvados, ahuecados o similares, sin trabajar ópticamente; esferas huecas y sus segmentos (casquetes esféricos), de vidrio, para la fabricación de estos cristales";9646
9804;"701510000080";4;"7015 10 00";10;- Cristales correctores para gafas (anteojos);9803
9805;"701590000080";4;"7015 90 00";10;- Los demás;9803
9806;"701600000080";3;"7016";4;"Adoquines, boldosas, ladrillos, placas, tejas y demás artículos, de vidrio prensado o moldeado, incluso armado, para la construcción; cubos, dados y demás artículos similares, de vidrio, incluso con soporte, para mosaicos o decoraciones similares; vidrieras artísticas (vitrales, incluso de vidrios incoloros); vidrio multicelular o vidrio «espuma», en bloques, paneles, placas, coquillas o formas similares";9646
9807;"701610000080";4;"7016 10 00";10;- Cubos, dados y demás artículos similares, de vidrio, incluso con soporte, para mosaicos o decoraciones similares;9806
9808;"701690000080";4;"7016 90";7;- Los demás;9806
9809;"701690100080";5;"7016 90 10";10;-- Vidrieras artísticas (vitrales, incluso de vidrios incoloros);9808
9810;"701690400080";5;"7016 90 40";10;-- Adoquines y ladrillos para la construcción;9808
9811;"701690700080";5;"7016 90 70";10;-- Los demás;9808
9812;"701700000080";3;"7017";4;Artículos de vidrio para laboratorio, higiene o farmacia, incluso graduados o calibrados;9646
9813;"701710000080";4;"7017 10 00";10;- De cuarzo o demás sílices fundidos;9812
9814;"701720000080";4;"7017 20 00";10;- De otro vidrio con un coeficiente de dilatación lineal inferior o igual a 5 × 10–6 por Kelvin, entre 0 °C y 300 °C;9812
9815;"701790000080";4;"7017 90 00";10;- Los demás;9812
9816;"701800000080";3;"7018";4;"Cuentas de vidrio, imitaciones de perlas, de piedras preciosas o semipreciosas y artículos similares de abalorio, y sus manufacturas (excepto la bisutería); ojos de vidrio (excepto los de prótesis); estatuillas y demás artículos de adorno, de vidrio trabajado al soplete (vidrio ahilado) (excepto la bisutería); microesferas de vidrio con un diámetro inferior o igual a 1 mm";9646
9817;"701810000080";4;"7018 10";7;- Cuentas de vidrio, imitaciones de perlas, de piedras preciosas o semipreciosas y artículos similares de abalorio;9816
9818;"701810110010";5;"";0;-- Cuentas de vidrio;9817
9819;"701810110080";6;"7018 10 11";10;--- Talladas y pulidas mecánicamente;9818
9820;"701810190080";6;"7018 10 19";10;--- Las demás;9818
9821;"701810300080";5;"7018 10 30";10;-- Imitaciones de perlas;9817
9822;"701810510010";5;"";0;-- Imitaciones de piedras preciosas y semipreciosas;9817
9823;"701810510080";6;"7018 10 51";10;--- Talladas y pulidas mecánicamente;9822
9824;"701810590080";6;"7018 10 59";10;--- Las demás;9822
9825;"701810900080";5;"7018 10 90";10;-- Los demás;9817
9826;"701820000080";4;"7018 20 00";10;- Microesferas de vidrio con un diámetro inferior o igual a 1 mm;9816
9827;"701890000080";4;"7018 90";7;- Los demás;9816
9828;"701890100080";5;"7018 90 10";10;"-- Ojos de vidrio; objetos de abalorio";9827
9829;"701890900080";5;"7018 90 90";10;-- Los demás;9827
9830;"701900000080";3;"7019";4;Fibra de vidrio (incluida la lana de vidrio) y manufacturas de esta materia (por ejemplo: hilados, «rovings», tejidos);9646
9831;"701911000010";4;"";0;- Mechas, «rovings», hilados, aunque estén cortados y «mats» de estas materias;9830
9832;"701911000080";5;"7019 11 00";10;-- Hilados cortados (chopped strands), de longitud inferior o igual a 50 mm;9831
9833;"701912000080";5;"7019 12 00";10;-- Rovings;9831
9834;"701913000080";5;"7019 13 00";10;-- Los demás hilados, mechas;9831
9835;"701914000080";5;"7019 14 00";10;-- «Mats» unidos mecánicamente;9831
9836;"701915000080";5;"7019 15 00";10;-- «Mats» unidos químicamente;9831
9837;"701919000080";5;"7019 19 00";10;-- Los demás;9831
9838;"701961000010";4;"";0;- Telas unidas mecánicamente;9830
9839;"701961000080";5;"7019 61 00";10;-- Tejidos planos de «rovings» de malla cerrada;9838
